,AUC,CoxSnell,Nagelkerke,McFadden,Features
16189,56.32897603,0.102930849,0.109792906,0.039177224,2844453 3556094 3407583 diagnosis
32520,56.32897603,0.070069318,0.074740606,0.026201229,3096512 3556158 2968434 diagnosis
12467,56.32352941,0.349146174,0.372422585,0.154898632,2773545 3405587 2968436 diagnosis
12259,56.32352941,0.290876857,0.310268647,0.123972978,2773545 3279089 3556158 diagnosis
22367,56.32352941,0.253590266,0.270496284,0.105490074,3134828 3780271 3475038 diagnosis
26767,56.32352941,0.245893458,0.262286355,0.101789932,3354095 3744589 2674317 diagnosis
20029,56.32352941,0.240512075,0.256546214,0.099225267,3061438 3475038 3096512 diagnosis
23510,56.32352941,0.235072096,0.250743569,0.096651079,3279089 3346453 3744589 diagnosis
26165,56.32352941,0.232797671,0.248317515,0.095580249,3352040 3585272 3556202 diagnosis
29065,56.32352941,0.229060883,0.244331609,0.093827791,3632862 3890913 2565935 diagnosis
6569,56.32352941,0.224688851,0.239668108,0.091788171,2568968 2804221 3556094 diagnosis
10287,56.32352941,0.222957129,0.237820938,0.090983475,2672467 2674317 3809690 diagnosis
15559,56.32352941,0.177745704,0.189595418,0.070585864,2844453 3134828 3551851 diagnosis
29863,56.32352941,0.16029118,0.170977259,0.063009738,3744589 2968349 3551851 diagnosis
18479,56.32352941,0.132770851,0.141622241,0.051378711,3048778 3104698 3808600 diagnosis
29494,56.32352941,0.097622049,0.104130186,0.03704907,3708874 2968399 3556202 diagnosis
16617,56.31808279,0.282508212,0.301342093,0.119741444,3005266 3157311 3585272 diagnosis
28216,56.31808279,0.236438576,0.252201148,0.097295969,3500787 3808600 2968401 diagnosis
30103,56.31808279,0.068566979,0.073138111,0.025619016,3780271 3556094 3214800 diagnosis
4270,56.31263617,0.316897538,0.338024041,0.137456526,2406361 3352040 2565935 diagnosis
21133,56.31263617,0.272770542,0.290955245,0.114879364,3104698 3157311 3354095 diagnosis
3488,56.31263617,0.264561046,0.282198449,0.110830625,2406361 2672467 3354095 diagnosis
13393,56.31263617,0.261570103,0.27900811,0.109366783,2804221 3157311 3809690 diagnosis
16122,56.31263617,0.237327901,0.253149761,0.097716293,2844453 3890913 3475038 diagnosis
17044,56.31263617,0.234561688,0.250199134,0.096410495,3005266 3744589 3556094 diagnosis
16014,56.31263617,0.208647266,0.222557084,0.084401799,2844453 3744589 3551851 diagnosis
32160,56.31263617,0.194781154,0.207766565,0.078136789,2968349 3809690 3096512 diagnosis
31907,56.31263617,0.191354022,0.204110956,0.076604965,2565935 2968349 3809690 diagnosis
32505,56.31263617,0.185141306,0.19748406,0.073844549,3556110 2968436 3556274 diagnosis
11448,56.31263617,0.153704988,0.163951987,0.060191858,2674432 3808600 3556094 diagnosis
9774,56.31263617,0.110705292,0.118085645,0.042316624,2672467 3336422 3708874 diagnosis
31015,56.31263617,0.077306648,0.082460425,0.029019208,3843934 3556158 2968434 diagnosis
4277,56.30718954,0.340034607,0.362703581,0.14988443,2406361 3352040 3809690 diagnosis
23218,56.30718954,0.305305591,0.325659297,0.131387402,3157311 3890913 3556274 diagnosis
24297,56.30718954,0.281286645,0.300039088,0.1191279,3336422 3405587 2968436 diagnosis
22883,56.30718954,0.251773561,0.268558465,0.104613288,3157311 3354095 2968399 diagnosis
17829,56.30718954,0.231764622,0.247215597,0.095094923,3017068 3354095 3475038 diagnosis
22281,56.30718954,0.209868713,0.22385996,0.084958926,3134828 3585272 3556274 diagnosis
12997,56.30718954,0.115896462,0.123622893,0.04442819,2804221 2815331 3556094 diagnosis
30245,56.30718954,0.068410828,0.07297155,0.025558556,3780271 3096512 2536332 diagnosis
32458,56.30174292,0.25943197,0.276727434,0.108323956,3809690 3096512 2968436 diagnosis
14523,56.30174292,0.235512846,0.251213702,0.096858959,2815331 3157311 3096512 diagnosis
8973,56.30174292,0.235371276,0.251062695,0.096792175,2601230 3556094 2968401 diagnosis
12954,56.30174292,0.206930951,0.220726348,0.083620404,2773545 3556158 3749734 diagnosis
14917,56.30174292,0.165066399,0.176070826,0.065066656,2815331 3708874 3749734 diagnosis
13230,56.30174292,0.125214874,0.133562532,0.048249851,2804221 3061438 3407583 diagnosis
17192,56.2962963,0.291909431,0.311370059,0.124498548,3005266 3475038 3556158 diagnosis
22332,56.2962963,0.274892405,0.293218565,0.115933252,3134828 3708874 2968436 diagnosis
673,56.2962963,0.213019286,0.227220572,0.086399954,3005266 3749734 diagnosis
24282,56.2962963,0.206238238,0.219987454,0.083305507,3336422 3405587 2674317 diagnosis
21577,56.2962963,0.197383603,0.21054251,0.079304366,3104698 3744589 3556158 diagnosis
31869,56.2962963,0.178798044,0.190717913,0.071047758,2968399 2359439 3749734 diagnosis
275,56.2962963,0.168062953,0.17926715,0.066363433,2568968 3556158 diagnosis
32535,56.2962963,0.141833779,0.151289365,0.055167745,2359439 3556158 2968434 diagnosis
7231,56.29084967,0.299405961,0.319366359,0.128337346,2568968 3354095 2968436 diagnosis
18509,56.29084967,0.271440247,0.289536264,0.114220199,3048778 3134828 3352040 diagnosis
24025,56.29084967,0.255613358,0.272654248,0.106468982,3279089 2968401 2536332 diagnosis
13414,56.29084967,0.247079366,0.263551324,0.102357574,2804221 3279089 3744589 diagnosis
31561,56.29084967,0.209939978,0.223935976,0.084991458,2674317 3809690 2536332 diagnosis
15745,56.29084967,0.206064967,0.219802632,0.083226784,2844453 3346453 3556202 diagnosis
15979,56.29084967,0.151163868,0.161241459,0.059110507,2844453 3708874 3843934 diagnosis
19581,56.28540305,0.286983029,0.306115231,0.12199792,3061438 3337168 2968401 diagnosis
12455,56.28540305,0.270450429,0.288480457,0.113730521,2773545 3405587 2565935 diagnosis
7210,56.28540305,0.241941931,0.258071394,0.099904932,2568968 3354095 3780271 diagnosis
31651,56.28540305,0.196261335,0.209345424,0.078800402,3556094 2968349 3809690 diagnosis
29879,56.28540305,0.192849038,0.20570564,0.077272392,3744589 3551851 3407583 diagnosis
19122,56.28540305,0.174831166,0.186486577,0.069309691,3048778 3475038 3214800 diagnosis
26944,56.28540305,0.151843247,0.16196613,0.059399293,3354095 3556094 2968349 diagnosis
32212,56.28540305,0.101595865,0.108368923,0.038640882,3551851 3556202 3749734 diagnosis
9373,56.28540305,0.093203594,0.099417167,0.035287355,2672467 2844453 3551851 diagnosis
24022,56.27995643,0.339298743,0.361918659,0.149482501,3279089 2968401 2968436 diagnosis
23710,56.27995643,0.304569112,0.324873719,0.131005237,3279089 3585272 2968401 diagnosis
3686,56.27995643,0.269968556,0.28796646,0.113492373,2406361 2815331 3354095 diagnosis
19283,56.27995643,0.264401981,0.282028779,0.110752625,3048778 3809690 2968436 diagnosis
23910,56.27995643,0.242959539,0.259156841,0.100389421,3279089 3890913 3214800 diagnosis
30680,56.27995643,0.197268713,0.21041996,0.079252742,3818376 2968401 3214800 diagnosis
24316,56.27995643,0.176350073,0.188106744,0.069974203,3336422 3428268 2565935 diagnosis
21342,56.2745098,0.257199142,0.274345751,0.107238153,3104698 3352040 2968436 diagnosis
15891,56.2745098,0.256589432,0.273695394,0.106942224,2844453 3500787 3744589 diagnosis
3556,56.2745098,0.227225368,0.242373726,0.09297009,2406361 2674432 2565935 diagnosis
756,56.2745098,0.17627722,0.188029035,0.069942302,3048778 3809690 diagnosis
11129,56.2745098,0.176027544,0.187762713,0.069832996,2674432 3346453 3556094 diagnosis
26870,56.2745098,0.15928458,0.169903552,0.06257764,3354095 3843934 3407583 diagnosis
30216,56.2745098,0.149975744,0.159974127,0.058606021,3780271 3407583 2359439 diagnosis
926,56.2745098,0.11927746,0.12722929,0.045810126,3134828 3556158 diagnosis
19819,56.2745098,0.118989646,0.126922289,0.04569228,3061438 3585272 2536332 diagnosis
13196,56.2745098,0.095707641,0.10208815,0.036284705,2804221 3048778 2536332 diagnosis
21728,56.2745098,0.090212805,0.096226992,0.034099741,3104698 2674317 3556110 diagnosis
31739,56.2745098,0.066158501,0.070569068,0.024687598,3556094 3556158 2968434 diagnosis
26588,56.26906318,0.236147758,0.251890942,0.097158625,3354095 3405587 3708874 diagnosis
6291,56.26906318,0.19700818,0.210142058,0.079135701,2531129 3809690 3556158 diagnosis
11655,56.26906318,0.179520381,0.191488406,0.071365149,2674432 3551851 3809690 diagnosis
10817,56.26906318,0.159362294,0.169986447,0.062610981,2674432 3061438 3843934 diagnosis
12439,56.26361656,0.275998527,0.294398428,0.116483865,2773545 3354095 3556274 diagnosis
23561,56.26361656,0.2697224,0.287703893,0.113370779,3279089 3352040 3809690 diagnosis
13220,56.26361656,0.252335368,0.269157726,0.104884202,2804221 3061438 3475038 diagnosis
6938,56.26361656,0.208459735,0.22235705,0.084316338,2568968 3104698 3556158 diagnosis
22247,56.26361656,0.203428405,0.216990298,0.082031015,3134828 3500787 3556158 diagnosis
17926,56.26361656,0.199860374,0.213184399,0.08041908,3017068 3500787 2565935 diagnosis
7163,56.26361656,0.191321952,0.204076749,0.076590661,2568968 3346453 3556158 diagnosis
31365,56.26361656,0.16678517,0.177904181,0.065809894,3475038 3214800 3096512 diagnosis
23305,56.25816993,0.278087848,0.296627038,0.117526201,3157311 2565935 3749734 diagnosis
19906,56.25816993,0.249932934,0.266595129,0.103727124,3061438 3780271 3475038 diagnosis
30686,56.25816993,0.215459601,0.229823574,0.087520089,3818376 2968401 3556158 diagnosis
31787,56.25816993,0.192829407,0.205684701,0.07726362,2968399 2968349 3809690 diagnosis
29888,56.25816993,0.168375613,0.179600654,0.066499008,3744589 3551851 2536332 diagnosis
31374,56.25816993,0.15531786,0.165672384,0.060879887,3475038 3407583 3556110 diagnosis
1353,56.25816993,0.089946821,0.095943276,0.033994311,3708874 3096512 diagnosis
12822,56.25272331,0.284741148,0.303723891,0.120865662,2773545 2968399 3809690 diagnosis
15594,56.25272331,0.251987062,0.268786199,0.104716218,2844453 3157311 2968399 diagnosis
16955,56.25272331,0.247411312,0.2639054,0.102516623,3005266 3585272 3744589 diagnosis
18801,56.25272331,0.245252948,0.261603144,0.101483719,3048778 3405587 3744589 diagnosis
22486,56.25272331,0.238832374,0.254754532,0.098428473,3134828 3475038 3214800 diagnosis
13647,56.25272331,0.235915669,0.251643381,0.097049055,2804221 3405587 3556274 diagnosis
10985,56.25272331,0.23459648,0.250236245,0.09642689,2674432 3157311 2565935 diagnosis
7047,56.25272331,0.214445886,0.228742278,0.087054358,2568968 3279089 3551851 diagnosis
12611,56.25272331,0.213962002,0.228226135,0.08683226,2773545 3708874 3556158 diagnosis
896,56.25272331,0.212815241,0.227002924,0.086306452,3134828 3346453 diagnosis
9183,56.25272331,0.195968273,0.209032824,0.078668916,2672467 2674432 3809690 diagnosis
27342,56.25272331,0.192872111,0.205730251,0.077282702,3405587 3818376 3556202 diagnosis
19803,56.25272331,0.140557399,0.149927892,0.054631701,3061438 3585272 2968399 diagnosis
13180,56.25272331,0.099401142,0.106027885,0.037760862,2804221 3048778 2968399 diagnosis
1427,56.25272331,0.088314848,0.094202504,0.033348104,3808600 3556110 diagnosis
28573,56.24727669,0.295548783,0.315252035,0.126357073,3585272 3744589 2968401 diagnosis
26534,56.24727669,0.261667501,0.279112001,0.109414358,3352040 3407583 2968436 diagnosis
15878,56.24727669,0.249540363,0.266176387,0.103538404,2844453 3428268 3809690 diagnosis
16564,56.24727669,0.242979742,0.259178392,0.100399047,3005266 3104698 3749734 diagnosis
7750,56.24727669,0.213609668,0.227850313,0.086670627,2568968 3556158 3749734 diagnosis
30505,56.24727669,0.209642517,0.223618684,0.084855689,3808600 3809690 2968434 diagnosis
12046,56.24727669,0.20930614,0.223259882,0.084702218,2773545 3061438 3556094 diagnosis
6206,56.24727669,0.186925603,0.19938731,0.074635182,2531129 2565935 2359439 diagnosis
21856,56.24727669,0.176510394,0.188277754,0.070044414,3104698 3407583 2359439 diagnosis
27709,56.24727669,0.163275863,0.17416092,0.06429401,3428268 3708874 3556202 diagnosis
20166,56.24727669,0.114592859,0.122232383,0.043896772,3061438 3214800 3556158 diagnosis
23011,56.24183007,0.251397594,0.268157434,0.104432103,3157311 3585272 3214800 diagnosis
11961,56.24183007,0.221401857,0.236161981,0.090262298,2773545 3017068 2565935 diagnosis
29937,56.24183007,0.219041438,0.2336442,0.089170524,3744589 3556110 2968434 diagnosis
13360,56.24183007,0.205839916,0.219562577,0.083124561,2804221 3134828 3749734 diagnosis
5792,56.24183007,0.171476825,0.182908614,0.067846511,2531129 3354095 3556202 diagnosis
1208,56.24183007,0.158525213,0.16909356,0.062252012,3405587 3096512 diagnosis
27995,56.24183007,0.104972189,0.111970335,0.039998896,3428268 3556202 3214800 diagnosis
16669,56.23638344,0.343095618,0.36596866,0.151561177,3005266 3279089 2968401 diagnosis
8630,56.23638344,0.310690039,0.331402708,0.134193808,2601230 3405587 2968401 diagnosis
26915,56.23638344,0.290268484,0.309619716,0.123663681,3354095 3475038 2359439 diagnosis
32362,56.23638344,0.283208533,0.302089102,0.120093658,3214800 3809690 2968436 diagnosis
14827,56.23638344,0.25640341,0.27349697,0.106851985,2815331 3500787 3809690 diagnosis
15677,56.23638344,0.249818229,0.266472778,0.103671972,2844453 3336422 3809690 diagnosis
11149,56.23638344,0.249154542,0.265764845,0.103353024,2674432 3352040 3405587 diagnosis
6555,56.23638344,0.239244785,0.255194437,0.098623944,2568968 2804221 3405587 diagnosis
7576,56.23638344,0.232051846,0.247521969,0.095229795,2568968 2674317 2565935 diagnosis
15946,56.23638344,0.163985935,0.174918331,0.06460022,2844453 3585272 3556274 diagnosis
10228,56.23638344,0.070298705,0.074985285,0.026290207,2672467 3843934 3556110 diagnosis
22353,56.23093682,0.305259756,0.325610406,0.131363606,3134828 3744589 3809690 diagnosis
23462,56.23093682,0.27577871,0.294163957,0.116374376,3279089 3336422 3749734 diagnosis
29310,56.23093682,0.218353047,0.232909917,0.088852741,3708874 3744589 3096512 diagnosis
596,56.23093682,0.207065698,0.220870078,0.08368169,2844453 3352040 diagnosis
19075,56.23093682,0.089100933,0.095040996,0.033659223,3048778 3843934 2968399 diagnosis
31195,56.2254902,0.270753509,0.288803743,0.113880389,3890913 3809690 2359439 diagnosis
26860,56.2254902,0.241367576,0.257458748,0.099631765,3354095 3843934 3475038 diagnosis
17860,56.2254902,0.231634085,0.247076357,0.095033643,3017068 3405587 3890913 diagnosis
24220,56.2254902,0.225113509,0.240121076,0.091985775,3336422 3352040 2565935 diagnosis
15801,56.2254902,0.205908964,0.219636228,0.083155921,2844453 3354095 3818376 diagnosis
14705,56.2254902,0.189435879,0.202064937,0.075750444,2815331 3352040 3556158 diagnosis
22635,56.2254902,0.150827096,0.160882235,0.058967439,3134828 3407583 3096512 diagnosis
17550,56.2254902,0.122273217,0.130424765,0.047039041,3017068 3104698 3096512 diagnosis
6449,56.22004357,0.293410047,0.312970716,0.125263715,2568968 2674432 3157311 diagnosis
23663,56.22004357,0.275978245,0.294376795,0.116473762,3279089 3428268 3749734 diagnosis
23338,56.22004357,0.24700174,0.263468523,0.102320391,3157311 3551851 3556202 diagnosis
5141,56.22004357,0.223713698,0.238627945,0.091334816,2531129 2804221 2968401 diagnosis
28479,56.22004357,0.160533213,0.171235427,0.063113712,3500787 3556110 3556274 diagnosis
25228,56.21459695,0.340545515,0.363248549,0.150163751,3337168 3475038 3809690 diagnosis
21928,56.21459695,0.331159474,0.353236773,0.145066458,3134828 3157311 3556094 diagnosis
8565,56.21459695,0.322358446,0.343849009,0.140351437,2601230 3352040 2968401 diagnosis
9738,56.21459695,0.227793527,0.242979762,0.093235362,2672467 3279089 3744589 diagnosis
14642,56.21459695,0.222457717,0.237288231,0.090751741,2815331 3346453 3352040 diagnosis
1151,56.21459695,0.19598148,0.209046912,0.07867484,3354095 3405587 diagnosis
19286,56.21459695,0.180742039,0.192791508,0.071902577,3048778 3809690 2536332 diagnosis
14169,56.21459695,0.162047169,0.172850314,0.063764765,2815331 2844453 3890913 diagnosis
1424,56.21459695,0.102522826,0.109357681,0.039013212,3808600 3214800 diagnosis
28853,56.21459695,0.10122246,0.107970624,0.038491005,3585272 3214800 3556158 diagnosis
30937,56.21459695,0.067283381,0.071768939,0.025122318,3843934 3551851 3556202 diagnosis
29822,56.20915033,0.271478151,0.289576694,0.114238963,3744589 2968399 3809690 diagnosis
21158,56.20915033,0.271131105,0.289206512,0.11406719,3104698 3157311 3556110 diagnosis
3710,56.20915033,0.245300621,0.261653996,0.101506502,2406361 2815331 3809690 diagnosis
23538,56.20915033,0.242184919,0.258330581,0.100020561,3279089 3352040 3405587 diagnosis
22081,56.20915033,0.218538851,0.233108108,0.088938486,3134828 3346453 3214800 diagnosis
5525,56.20915033,0.21455385,0.22885744,0.087103932,2531129 3134828 3708874 diagnosis
29886,56.20915033,0.20973351,0.223715744,0.084897215,3744589 3551851 3749734 diagnosis
13863,56.20915033,0.20537894,0.219070869,0.082915266,2804221 3808600 2968436 diagnosis
30523,56.20915033,0.181858582,0.193982487,0.072394464,3808600 2359439 3556158 diagnosis
549,56.20915033,0.179191439,0.191137535,0.071220579,2815331 3352040 diagnosis
19553,56.20915033,0.14474101,0.154390411,0.056391683,3061438 3336422 3096512 diagnosis
14142,56.20915033,0.122923337,0.131118226,0.047306286,2804221 2968434 3556274 diagnosis
19108,56.20915033,0.117768359,0.125619583,0.045192648,3048778 3890913 3556158 diagnosis
3407,56.2037037,0.330538758,0.352574675,0.14473189,2406361 2568968 3809690 diagnosis
31383,56.2037037,0.255463287,0.272494173,0.106396276,3475038 3809690 3556110 diagnosis
21186,56.2037037,0.241194479,0.257274111,0.09954948,3104698 3279089 3556094 diagnosis
28881,56.2037037,0.225171839,0.240183295,0.092012926,3585272 3556110 2968436 diagnosis
32159,56.2037037,0.191553711,0.204323958,0.076694042,2968349 3809690 3556110 diagnosis
31394,56.2037037,0.185729428,0.19811139,0.074104958,3475038 3556110 3556158 diagnosis
30152,56.2037037,0.174945614,0.186608655,0.069359718,3780271 2968401 3407583 diagnosis
13860,56.2037037,0.128870987,0.137462386,0.049760425,2804221 3808600 3096512 diagnosis
30123,56.2037037,0.075951152,0.081014562,0.028489744,3780271 2968399 3556110 diagnosis
21945,56.19825708,0.319951972,0.341282103,0.139072864,3134828 3157311 2536332 diagnosis
28327,56.19825708,0.287385651,0.306544694,0.12220164,3500787 2674317 3809690 diagnosis
12663,56.19825708,0.249551662,0.26618844,0.103543834,2773545 3780271 2968436 diagnosis
14772,56.19825708,0.245860861,0.262251585,0.101774342,2815331 3405587 3749734 diagnosis
7224,56.19825708,0.237874091,0.253732363,0.097974683,2568968 3354095 3214800 diagnosis
26568,56.19825708,0.219230932,0.233846327,0.089258049,3352040 2359439 3556274 diagnosis
26646,56.19825708,0.214252148,0.228535624,0.086965418,3354095 3428268 3556274 diagnosis
26420,56.19825708,0.210705261,0.224752278,0.08534099,3352040 3556094 3407583 diagnosis
19178,56.19825708,0.198796998,0.212050131,0.079940067,3048778 2968399 3809690 diagnosis
9955,56.19825708,0.182573307,0.19474486,0.072709685,2672467 3405587 2565935 diagnosis
15228,56.19825708,0.180542512,0.192578679,0.071814747,2815331 3809690 3096512 diagnosis
22639,56.19825708,0.174986427,0.186652189,0.06937756,3134828 3407583 3749734 diagnosis
29620,56.19825708,0.092753471,0.098937035,0.035108366,3708874 3096512 2536332 diagnosis
7045,56.19281046,0.337925719,0.3604541,0.148733751,2568968 3279089 2968401 diagnosis
13343,56.19281046,0.267963042,0.285827245,0.112502902,2804221 3134828 3475038 diagnosis
7216,56.19281046,0.267564501,0.285402135,0.112306595,2568968 3354095 2674317 diagnosis
9909,56.19281046,0.241836984,0.25795945,0.099855003,2672467 3354095 3500787 diagnosis
9971,56.19281046,0.218700066,0.233280071,0.089012901,2672467 3405587 3556274 diagnosis
30524,56.19281046,0.2131838,0.227396053,0.086475358,3808600 2359439 2968436 diagnosis
19669,56.19281046,0.200014591,0.213348897,0.080488602,3061438 3354095 3585272 diagnosis
254,56.19281046,0.188725541,0.201307244,0.075434507,2568968 3744589 diagnosis
30512,56.19281046,0.141722388,0.151170547,0.055120932,3808600 3556110 3749734 diagnosis
15050,56.19281046,0.123534758,0.131770409,0.047557804,2815331 3890913 3214800 diagnosis
20442,56.18736383,0.298037251,0.317906401,0.127633405,3103062 3337168 2968401 diagnosis
19782,56.18736383,0.294774045,0.314425648,0.125960631,3061438 3500787 3809690 diagnosis
12751,56.18736383,0.264072361,0.281677185,0.110591044,2773545 3890913 2359439 diagnosis
31240,56.18736383,0.227252024,0.242402159,0.092982531,3475038 2674317 2565935 diagnosis
4301,56.18736383,0.226476426,0.241574854,0.092620708,2406361 3354095 3556094 diagnosis
13629,56.18736383,0.22626175,0.241345867,0.092520625,2804221 3405587 3556094 diagnosis
15789,56.18736383,0.21208879,0.226228043,0.085973759,2844453 3352040 2968434 diagnosis
28905,56.18736383,0.211985335,0.226117691,0.085926404,3585272 2968436 2968434 diagnosis
13022,56.18736383,0.205645915,0.219355642,0.083036465,2804221 2844453 3134828 diagnosis
767,56.18736383,0.108639479,0.115882111,0.041479758,3061438 3104698 diagnosis
11560,56.18736383,0.099914786,0.106575772,0.037966626,2674432 2674317 3214800 diagnosis
1680,56.18736383,0.09842402,0.104985621,0.037369754,3556110 3749734 diagnosis
31432,56.18736383,0.079742691,0.08505887,0.029972698,2674317 3556094 3551851 diagnosis
32380,56.18736383,0.055807307,0.059527794,0.020711694,3214800 3096512 2536332 diagnosis
12024,56.18191721,0.276877933,0.295336462,0.116922223,2773545 3061438 3134828 diagnosis
7688,56.18191721,0.266936142,0.284731884,0.111997304,2568968 3556202 3809690 diagnosis
7535,56.18191721,0.245066835,0.261404624,0.101394792,2568968 3890913 3556094 diagnosis
21530,56.18191721,0.232721935,0.24823673,0.095544646,3104698 3708874 3744589 diagnosis
29374,56.18191721,0.231628153,0.24707003,0.095030859,3708874 3818376 2968401 diagnosis
29755,56.18191721,0.221489236,0.236255185,0.090302777,3744589 3890913 2968434 diagnosis
7405,56.18191721,0.216225666,0.23064071,0.087872441,2568968 3708874 3096512 diagnosis
26736,56.18191721,0.211501008,0.225601075,0.085704796,3354095 3708874 3808600 diagnosis
28280,56.18191721,0.209049729,0.222986378,0.084585276,3500787 3890913 2968399 diagnosis
16906,56.18191721,0.193837926,0.206760455,0.077714546,3005266 3428268 2565935 diagnosis
12982,56.18191721,0.179882518,0.191874686,0.071524376,2804221 2815331 3354095 diagnosis
30069,56.18191721,0.173551491,0.18512159,0.068750789,3780271 3475038 3556110 diagnosis
17254,56.18191721,0.169994982,0.181327981,0.067202009,3005266 2565935 3551851 diagnosis
17868,56.18191721,0.166066584,0.17713769,0.065498974,3017068 3405587 3551851 diagnosis
31245,56.18191721,0.16194709,0.172743562,0.063721691,3475038 2674317 3214800 diagnosis
867,56.18191721,0.127046908,0.135516702,0.049005991,3104698 3808600 diagnosis
23275,56.17647059,0.294793455,0.314446352,0.125970558,3157311 3556094 3556274 diagnosis
6967,56.17647059,0.265927315,0.283655803,0.111501294,2568968 3134828 2565935 diagnosis
6455,56.17647059,0.262126972,0.279602103,0.109638878,2568968 2674432 3354095 diagnosis
30468,56.17647059,0.226685572,0.241797944,0.092718241,3808600 3556202 3809690 diagnosis
24288,56.17647059,0.180340355,0.192363045,0.071725781,3336422 3405587 3551851 diagnosis
22674,56.17647059,0.162952632,0.173816141,0.064154707,3134828 3556158 3749734 diagnosis
14726,56.17647059,0.162290922,0.173110316,0.063869697,2815331 3354095 2968399 diagnosis
32228,56.17647059,0.03202238,0.034157205,0.0117386,3551851 3407583 3556110 diagnosis
13376,56.17102397,0.311814395,0.332602022,0.134782595,2804221 3157311 3744589 diagnosis
23362,56.17102397,0.299315209,0.319269556,0.128290628,3157311 3556202 3556274 diagnosis
27339,56.17102397,0.270875337,0.288933693,0.113940648,3405587 3818376 2968401 diagnosis
17059,56.17102397,0.250588679,0.267294591,0.104042581,3005266 3744589 3749734 diagnosis
26627,56.17102397,0.233044186,0.248580465,0.095696158,3354095 3428268 2674317 diagnosis
23769,56.17102397,0.217871825,0.232396614,0.08863076,3279089 3708874 3214800 diagnosis
26351,56.17102397,0.192230907,0.2050463,0.076996287,3352040 3843934 2536332 diagnosis
21587,56.17102397,0.184745964,0.197062362,0.073669604,3104698 3780271 3475038 diagnosis
12985,56.17102397,0.163947685,0.17487753,0.064583719,2804221 2815331 3500787 diagnosis
18264,56.17102397,0.143310249,0.152864265,0.055788816,3017068 2968401 3556110 diagnosis
23194,56.16557734,0.284167161,0.303111638,0.120576341,3157311 3843934 3749734 diagnosis
23361,56.16557734,0.263443863,0.281006787,0.110283152,3157311 3556202 2536332 diagnosis
25688,56.16557734,0.261374289,0.278799242,0.109271153,3346453 3744589 3809690 diagnosis
12885,56.16557734,0.258693962,0.275940227,0.107964708,2773545 3551851 2968436 diagnosis
22349,56.16557734,0.238489291,0.254388577,0.098265942,3134828 3744589 3551851 diagnosis
7415,56.16557734,0.204658259,0.218302143,0.082588302,2568968 3744589 3818376 diagnosis
29809,56.16557734,0.177763945,0.189614875,0.070593865,3744589 3556094 3556158 diagnosis
31279,56.16557734,0.173445817,0.185008871,0.068704675,3475038 2968399 3556202 diagnosis
24677,56.16557734,0.15130414,0.161391082,0.059170114,3336422 2565935 3556274 diagnosis
13773,56.16557734,0.13662698,0.145735445,0.052986021,2804221 3708874 2674317 diagnosis
29410,56.16557734,0.094890341,0.101216364,0.035958876,3708874 3843934 2536332 diagnosis
7232,56.16013072,0.274844555,0.293167526,0.115909452,2568968 3354095 3749734 diagnosis
30987,56.16013072,0.262952401,0.280482562,0.110042576,3843934 3809690 2968436 diagnosis
17174,56.16013072,0.259383312,0.276675532,0.108300259,3005266 3890913 3749734 diagnosis
14520,56.16013072,0.251299829,0.268053151,0.104385003,2815331 3157311 3407583 diagnosis
9153,56.16013072,0.233600391,0.249173751,0.095957818,2672467 2674432 3157311 diagnosis
7266,56.16013072,0.226107142,0.241180952,0.092448563,2568968 3405587 2536332 diagnosis
23340,56.16013072,0.224449823,0.239413145,0.091676993,3157311 3551851 3407583 diagnosis
27911,56.16013072,0.106342929,0.113432458,0.040551693,3428268 3556094 3556110 diagnosis
26156,56.1546841,0.269118847,0.287060103,0.113072816,3352040 3585272 3890913 diagnosis
19661,56.1546841,0.25360271,0.270509558,0.105496087,3061438 3352040 2968436 diagnosis
19478,56.1546841,0.222682988,0.23752852,0.090856251,3061438 3157311 3096512 diagnosis
15420,56.1546841,0.175005429,0.186672458,0.069385867,2844453 3061438 3585272 diagnosis
30983,56.1546841,0.170771204,0.182155951,0.067539469,3843934 3809690 3556110 diagnosis
14658,56.1546841,0.154810953,0.165131683,0.060663506,2815331 3346453 3556094 diagnosis
27527,56.1546841,0.153050333,0.163253688,0.059912965,3405587 3551851 2968434 diagnosis
14838,56.1546841,0.135098946,0.144105542,0.05234825,2815331 3585272 3708874 diagnosis
424,56.1546841,0.070810871,0.075531596,0.026488955,2674432 3556202 diagnosis
19485,56.14923747,0.28373634,0.302652096,0.120359337,3061438 3157311 3556274 diagnosis
4808,56.14923747,0.278686321,0.297265409,0.117825328,2406361 3809690 3749734 diagnosis
28086,56.14923747,0.238422936,0.254317798,0.098234516,3500787 3585272 2968401 diagnosis
14938,56.14923747,0.23328394,0.248836203,0.095808924,2815331 3744589 3556110 diagnosis
7272,56.14923747,0.216724925,0.231173253,0.088102261,2568968 3428268 3744589 diagnosis
6301,56.14923747,0.138189825,0.147402479,0.053639491,2531129 3556110 3749734 diagnosis
11579,56.14923747,0.099722539,0.106370708,0.037889598,2674432 3556094 3407583 diagnosis
373,56.14923747,0.050444044,0.05380698,0.018668769,2672467 3556202 diagnosis
22704,56.14379085,0.283957412,0.302887906,0.120470674,3157311 3279089 3890913 diagnosis
19715,56.14379085,0.28158163,0.300353739,0.119275964,3061438 3405587 2968401 diagnosis
